;pais_destino;ano;quantidade_l;valor_uss
873;Rússia;2014;190656;61440
874;São Tomé e Príncipe;2014;0;0
875;São Vicente e Granadinas;2014;0;0
876;Senegal;2014;0;0
877;Serra Leoa;2014;0;0
878;Singapura;2014;0;0
879;Suazilândia;2014;0;0
880;Suécia;2014;10404;51057
881;Suíça;2014;27933;231762
882;Suriname;2014;6;19
883;Tailândia;2014;0;0
884;Taiwan (FORMOSA);2014;12519;67907
885;Tanzânia;2014;0;0
886;Tcheca, República;2014;4500;35005
887;Togo;2014;0;0
888;Trinidade Tobago;2014;360;1600
889;Tunísia;2014;0;0
890;Turquia;2014;0;0
891;Tuvalu;2014;0;0
892;Uruguai;2014;0;0
893;Vanuatu;2014;0;0
894;Venezuela;2014;14;232
895;Vietnã;2014;0;0
896;Afeganistão;2015;0;0
897;África do Sul;2015;0;0
898;Alemanha, República Democrática;2015;10680;44780
899;Angola;2015;1908;17089
900;Anguilla;2015;0;0
901;Antígua e Barbuda;2015;0;0
902;Antilhas Holandesas;2015;6660;10545
903;Argentina;2015;0;0
904;Aruba;2015;0;0
905;Austrália;2015;7437;48011
906;Áustria;2015;0;0
907;Bahamas;2015;0;0
908;Bangladesh;2015;0;0
909;Barbados;2015;0;0
910;Barein;2015;0;0
911;Bélgica;2015;4473;26399
912;Belice;2015;0;0
913;Benin;2015;0;0
914;Bolívia;2015;10674;12990
915;Bósnia-Herzegovina;2015;0;0
916;Brasil;2015;0;0
917;Bulgária;2015;0;0
918;Cabo Verde;2015;0;0
919;Camarões;2015;0;0
920;Canadá;2015;24547;118394
921;Catar;2015;0;0
922;Cayman, Ilhas;2015;0;0
923;Chile;2015;0;0
924;China;2015;47609;222866
925;Chipre;2015;0;0
926;Cingapura;2015;1116;2774
927;Cocos (Keeling), Ilhas;2015;0;0
928;Colômbia;2015;0;0
929;Comores;2015;0;0
930;Congo;2015;0;0
931;Coreia, Republica Sul;2015;0;0
932;Costa do Marfim;2015;0;0
933;Costa Rica;2015;0;0
934;Croácia;2015;0;0
935;Cuba;2015;97965;108864
936;Curaçao;2015;0;0
937;Dinamarca;2015;7080;29306
938;Dominica;2015;0;0
939;El Salvador;2015;0;0
940;Emirados Arabes Unidos;2015;765;3740
941;Equador;2015;0;0
942;Eslovaca, Republica;2015;0;0
943;Espanha;2015;0;0
944;Estados Unidos;2015;195896;524109
945;Estônia;2015;0;0
946;Filipinas;2015;0;0
947;Finlândia;2015;0;0
948;França;2015;1596;4749
949;Gana;2015;0;0
950;Gibraltar;2015;0;0
951;Granada;2015;0;0
952;Grécia;2015;0;0
953;Guatemala;2015;0;0
954;Guiana;2015;0;0
955;Guiana Francesa;2015;0;0
956;Guine Bissau;2015;0;0
957;Guine Equatorial;2015;0;0
958;Haiti;2015;0;0
959;Honduras;2015;0;0
960;Hong Kong;2015;1229;7837
961;Hungria;2015;0;0
962;Ilha de Man;2015;0;0
963;Ilhas Virgens;2015;0;0
964;India;2015;0;0
965;Indonésia;2015;0;0
966;Irã;2015;0;0
967;Iraque;2015;0;0
968;Irlanda;2015;0;0
969;Itália;2015;0;0
970;Jamaica;2015;0;0
971;Japão;2015;31597;87853
972;Jordânia;2015;0;0
973;Letônia;2015;0;0
974;Líbano;2015;0;0
975;Libéria;2015;0;0
976;Luxemburgo;2015;2295;17358
977;Malásia;2015;0;0
978;Malta;2015;0;0
979;Marshall, Ilhas;2015;0;0
980;Mauritânia;2015;0;0
981;México;2015;0;0
982;Moçambique;2015;0;0
983;Montenegro;2015;0;0
984;Namibia;2015;0;0
985;Nicaragua;2015;0;0
986;Nigéria;2015;0;0
987;Noruega;2015;1058;6021
988;Nova Caledônia;2015;0;0
989;Nova Zelândia;2015;809;3476
990;Omã;2015;0;0
991;Países Baixos;2015;44987;186464
992;Panamá;2015;0;0
993;Paraguai;2015;495428;741370
994;Peru;2015;0;0
995;Polônia;2015;11654;42781
996;Porto Rico;2015;0;0
997;Portugal;2015;47736;42586
998;Quênia;2015;0;0
999;Reino Unido;2015;68382;308407
1000;República Dominicana;2015;0;0
1001;Rússia;2015;47664;18240
1002;São Tomé e Príncipe;2015;0;0
1003;São Vicente e Granadinas;2015;0;0
1004;Senegal;2015;0;0
1005;Serra Leoa;2015;0;0
1006;Singapura;2015;0;0
1007;Suazilândia;2015;0;0
1008;Suécia;2015;1412;6404
1009;Suíça;2015;15872;85790
1010;Suriname;2015;453;713
1011;Tailândia;2015;0;0
1012;Taiwan (FORMOSA);2015;7200;23940
1013;Tanzânia;2015;0;0
1014;Tcheca, República;2015;2297;15304
1015;Togo;2015;0;0
1016;Trinidade Tobago;2015;0;0
1017;Tunísia;2015;0;0
1018;Turquia;2015;0;0
1019;Tuvalu;2015;0;0
1020;Uruguai;2015;0;0
1021;Vanuatu;2015;0;0
1022;Venezuela;2015;0;0
1023;Vietnã;2015;0;0
1024;Afeganistão;2016;0;0
1025;África do Sul;2016;0;0
1026;Alemanha, República Democrática;2016;14012;68109
1027;Angola;2016;7359;35390
1028;Anguilla;2016;0;0
1029;Antígua e Barbuda;2016;0;0
1030;Antilhas Holandesas;2016;16641;26450
1031;Argentina;2016;0;0
1032;Aruba;2016;0;0
1033;Austrália;2016;1954;13799
1034;Áustria;2016;675;5220
1035;Bahamas;2016;0;0
1036;Bangladesh;2016;0;0
1037;Barbados;2016;0;0
1038;Barein;2016;0;0
1039;Bélgica;2016;7200;46534
1040;Belice;2016;0;0
1041;Benin;2016;5040;20333
1042;Bolívia;2016;13586;16902
1043;Bósnia-Herzegovina;2016;0;0
1044;Brasil;2016;0;0
1045;Bulgária;2016;0;0
1046;Cabo Verde;2016;0;0
1047;Camarões;2016;0;0
1048;Canadá;2016;13711;71096
1049;Catar;2016;0;0
1050;Cayman, Ilhas;2016;0;0
1051;Chile;2016;0;0
1052;China;2016;134106;499622
1053;Chipre;2016;0;0
1054;Cingapura;2016;5445;13199
1055;Cocos (Keeling), Ilhas;2016;0;0
1056;Colômbia;2016;0;0
1057;Comores;2016;0;0
1058;Congo;2016;0;0
1059;Coreia, Republica Sul;2016;8;20
1060;Costa do Marfim;2016;0;0
1061;Costa Rica;2016;0;0
1062;Croácia;2016;0;0
1063;Cuba;2016;63741;69830
1064;Curaçao;2016;0;0
1065;Dinamarca;2016;1278;8171
1066;Dominica;2016;0;0
1067;El Salvador;2016;0;0
1068;Emirados Arabes Unidos;2016;585;2760
1069;Equador;2016;0;0
1070;Eslovaca, Republica;2016;0;0
1071;Espanha;2016;0;0
1072;Estados Unidos;2016;258072;687411
1073;Estônia;2016;900;4800
1074;Filipinas;2016;0;0
1075;Finlândia;2016;7617;41003
1076;França;2016;6037;30055
1077;Gana;2016;0;0
1078;Gibraltar;2016;0;0
1079;Granada;2016;0;0
1080;Grécia;2016;0;0
1081;Guatemala;2016;0;0
1082;Guiana;2016;0;0
1083;Guiana Francesa;2016;0;0
1084;Guine Bissau;2016;0;0
1085;Guine Equatorial;2016;0;0
1086;Haiti;2016;0;0
1087;Honduras;2016;0;0
1088;Hong Kong;2016;6975;86199
1089;Hungria;2016;0;0
1090;Ilha de Man;2016;0;0
1091;Ilhas Virgens;2016;0;0
1092;India;2016;0;0
1093;Indonésia;2016;0;0
1094;Irã;2016;0;0
1095;Iraque;2016;0;0
1096;Irlanda;2016;0;0
1097;Itália;2016;585;3465
1098;Jamaica;2016;0;0
1099;Japão;2016;34341;90954
1100;Jordânia;2016;0;0
1101;Letônia;2016;0;0
1102;Líbano;2016;0;0
1103;Libéria;2016;0;0
1104;Luxemburgo;2016;2759;21426
1105;Malásia;2016;0;0
1106;Malta;2016;0;0
1107;Marshall, Ilhas;2016;0;0
1108;Mauritânia;2016;0;0
1109;México;2016;0;0
1110;Moçambique;2016;0;0
1111;Montenegro;2016;0;0
1112;Namibia;2016;0;0
1113;Nicaragua;2016;0;0
1114;Nigéria;2016;0;0
1115;Noruega;2016;0;0
1116;Nova Caledônia;2016;0;0
1117;Nova Zelândia;2016;504;9472
1118;Omã;2016;0;0
1119;Países Baixos;2016;42953;190203
1120;Panamá;2016;0;0
1121;Paraguai;2016;985739;1655417
1122;Peru;2016;0;0
1123;Polônia;2016;11457;35402
1124;Porto Rico;2016;0;0
1125;Portugal;2016;0;0
1126;Quênia;2016;0;0
1127;Reino Unido;2016;117044;536681
1128;República Dominicana;2016;0;0
1129;Rússia;2016;0;0
1130;São Tomé e Príncipe;2016;0;0
1131;São Vicente e Granadinas;2016;0;0
1132;Senegal;2016;0;0
1133;Serra Leoa;2016;0;0
1134;Singapura;2016;0;0
1135;Suazilândia;2016;0;0
1136;Suécia;2016;291;1214
1137;Suíça;2016;4230;33340
1138;Suriname;2016;900;1375
1139;Tailândia;2016;0;0
1140;Taiwan (FORMOSA);2016;16967;80379
1141;Tanzânia;2016;0;0
1142;Tcheca, República;2016;3837;28473
1143;Togo;2016;0;0
1144;Trinidade Tobago;2016;0;0
1145;Tunísia;2016;0;0
1146;Turquia;2016;0;0
1147;Tuvalu;2016;0;0
1148;Uruguai;2016;0;0
1149;Vanuatu;2016;0;0
1150;Venezuela;2016;0;0
1151;Vietnã;2016;0;0
1152;Afeganistão;2017;0;0
1153;África do Sul;2017;0;0
1154;Alemanha, República Democrática;2017;15467;87702
1155;Angola;2017;10170;61680
1156;Anguilla;2017;0;0
1157;Antígua e Barbuda;2017;0;0
1158;Antilhas Holandesas;2017;5400;8550
1159;Argentina;2017;0;0
1160;Aruba;2017;0;0
1161;Austrália;2017;1350;7500
1162;Áustria;2017;0;0
1163;Bahamas;2017;0;0
1164;Bangladesh;2017;0;0
1165;Barbados;2017;0;0
1166;Barein;2017;0;0
1167;Bélgica;2017;2790;16405
1168;Belice;2017;0;0
1169;Benin;2017;0;0
1170;Bolívia;2017;9495;23085
1171;Bósnia-Herzegovina;2017;0;0
1172;Brasil;2017;0;0
1173;Bulgária;2017;117;1579
1174;Cabo Verde;2017;0;0
1175;Camarões;2017;1749;7476
1176;Canadá;2017;6075;30658
1177;Catar;2017;13338;81606
1178;Cayman, Ilhas;2017;0;0
1179;Chile;2017;0;0
1180;China;2017;67594;266086
1181;Chipre;2017;0;0
1182;Cingapura;2017;0;0
1183;Cocos (Keeling), Ilhas;2017;0;0
1184;Colômbia;2017;0;0
1185;Comores;2017;0;0
1186;Congo;2017;0;0
1187;Coreia, Republica Sul;2017;0;0
1188;Costa do Marfim;2017;0;0
1189;Costa Rica;2017;0;0
1190;Croácia;2017;0;0
1191;Cuba;2017;62791;72229
1192;Curaçao;2017;12340;23011
1193;Dinamarca;2017;581;2829
1194;Dominica;2017;0;0
1195;El Salvador;2017;0;0
1196;Emirados Arabes Unidos;2017;675;3302
1197;Equador;2017;0;0
1198;Eslovaca, Republica;2017;0;0
1199;Espanha;2017;0;0
1200;Estados Unidos;2017;132688;1523699
1201;Estônia;2017;0;0
1202;Filipinas;2017;0;0
1203;Finlândia;2017;0;0
1204;França;2017;4253;21654
1205;Gana;2017;0;0
1206;Gibraltar;2017;0;0
1207;Granada;2017;0;0
1208;Grécia;2017;0;0
1209;Guatemala;2017;0;0
1210;Guiana;2017;0;0
1211;Guiana Francesa;2017;0;0
1212;Guine Bissau;2017;48;90
1213;Guine Equatorial;2017;2639;30563
1214;Haiti;2017;0;0
1215;Honduras;2017;0;0
1216;Hong Kong;2017;1934;8180
1217;Hungria;2017;0;0
1218;Ilha de Man;2017;0;0
1219;Ilhas Virgens;2017;0;0
1220;India;2017;0;0
1221;Indonésia;2017;0;0
1222;Irã;2017;0;0
1223;Iraque;2017;0;0
1224;Irlanda;2017;0;0
1225;Itália;2017;468;2248
1226;Jamaica;2017;0;0
1227;Japão;2017;33909;92886
1228;Jordânia;2017;0;0
1229;Letônia;2017;387;3723
1230;Líbano;2017;0;0
1231;Libéria;2017;0;0
1232;Luxemburgo;2017;2719;21947
1233;Malásia;2017;0;0
1234;Malta;2017;0;0
1235;Marshall, Ilhas;2017;0;0
1236;Mauritânia;2017;0;0
1237;México;2017;664;2292
1238;Moçambique;2017;0;0
1239;Montenegro;2017;0;0
1240;Namibia;2017;0;0
1241;Nicaragua;2017;0;0
1242;Nigéria;2017;0;0
1243;Noruega;2017;0;0
1244;Nova Caledônia;2017;0;0
1245;Nova Zelândia;2017;1678;8140
1246;Omã;2017;0;0
1247;Países Baixos;2017;0;0
1248;Panamá;2017;0;0
1249;Paraguai;2017;2393468;4274650
1250;Peru;2017;0;0
1251;Polônia;2017;0;0
1252;Porto Rico;2017;0;0
1253;Portugal;2017;0;0
1254;Quênia;2017;0;0
1255;Reino Unido;2017;60711;242883
1256;República Dominicana;2017;0;0
1257;Rússia;2017;0;0
1258;São Tomé e Príncipe;2017;0;0
1259;São Vicente e Granadinas;2017;0;0
1260;Senegal;2017;0;0
1261;Serra Leoa;2017;0;0
1262;Singapura;2017;0;0
1263;Suazilândia;2017;0;0
1264;Suécia;2017;15445;64953
1265;Suíça;2017;6525;74816
1266;Suriname;2017;3690;5638
1267;Tailândia;2017;0;0
1268;Taiwan (FORMOSA);2017;14988;43954
1269;Tanzânia;2017;0;0
1270;Tcheca, República;2017;2746;16947
1271;Togo;2017;0;0
1272;Trinidade Tobago;2017;0;0
1273;Tunísia;2017;0;0
1274;Turquia;2017;0;0
1275;Tuvalu;2017;0;0
1276;Uruguai;2017;0;0
1277;Vanuatu;2017;0;0
1278;Venezuela;2017;680;2646
1279;Vietnã;2017;0;0
1280;Afeganistão;2018;0;0
1281;África do Sul;2018;0;0
1282;Alemanha, República Democrática;2018;10794;45382
1283;Angola;2018;477;709
1284;Anguilla;2018;0;0
1285;Antígua e Barbuda;2018;37;191
1286;Antilhas Holandesas;2018;0;0
1287;Argentina;2018;15711;59150
1288;Aruba;2018;0;0
1289;Austrália;2018;2055;6902
1290;Áustria;2018;0;0
1291;Bahamas;2018;141;634
1292;Bangladesh;2018;0;0
1293;Barbados;2018;0;0
1294;Barein;2018;0;0
1295;Bélgica;2018;7497;52799
1296;Belice;2018;0;0
1297;Benin;2018;0;0
1298;Bolívia;2018;21566;57424
1299;Bósnia-Herzegovina;2018;0;0
1300;Brasil;2018;0;0
1301;Bulgária;2018;0;0
1302;Cabo Verde;2018;18;48
1303;Camarões;2018;0;0
1304;Canadá;2018;5308;20414
1305;Catar;2018;0;0
1306;Cayman, Ilhas;2018;19;203
1307;Chile;2018;11049;42832
1308;China;2018;30835;126336
1309;Chipre;2018;279;480
1310;Cingapura;2018;3298;11616
1311;Cocos (Keeling), Ilhas;2018;0;0
1312;Colômbia;2018;6944;26273
1313;Comores;2018;0;0
1314;Congo;2018;0;0
1315;Coreia, Republica Sul;2018;120;109
1316;Costa do Marfim;2018;0;0
1317;Costa Rica;2018;0;0
1318;Croácia;2018;0;0
1319;Cuba;2018;4776;5584
1320;Curaçao;2018;23930;43676
1321;Dinamarca;2018;0;0
1322;Dominica;2018;0;0
1323;El Salvador;2018;0;0
1324;Emirados Arabes Unidos;2018;360;1762
1325;Equador;2018;0;0
1326;Eslovaca, Republica;2018;0;0
1327;Espanha;2018;6123;22631
1328;Estados Unidos;2018;169109;512519
1329;Estônia;2018;0;0
1330;Filipinas;2018;9608;16205
1331;Finlândia;2018;0;0
1332;França;2018;11077;48677
1333;Gana;2018;9000;13502
1334;Gibraltar;2018;0;0
1335;Granada;2018;0;0
1336;Grécia;2018;232;730
1337;Guatemala;2018;0;0
1338;Guiana;2018;0;0
1339;Guiana Francesa;2018;0;0
1340;Guine Bissau;2018;0;0
1341;Guine Equatorial;2018;8389;26808
1342;Haiti;2018;79500;144425
1343;Honduras;2018;0;0
1344;Hong Kong;2018;1742;9029
1345;Hungria;2018;0;0
1346;Ilha de Man;2018;0;0
1347;Ilhas Virgens;2018;0;0
1348;India;2018;0;0
1349;Indonésia;2018;0;0
1350;Irã;2018;0;0
1351;Iraque;2018;0;0
1352;Irlanda;2018;7560;25767
1353;Itália;2018;3661;13260
1354;Jamaica;2018;0;0
1355;Japão;2018;36992;112342
1356;Jordânia;2018;0;0
1357;Letônia;2018;0;0
1358;Líbano;2018;0;0
1359;Libéria;2018;658;3100
1360;Luxemburgo;2018;1778;11053
1361;Malásia;2018;15;33
1362;Malta;2018;503;1192
1363;Marshall, Ilhas;2018;923;2436
1364;Mauritânia;2018;0;0
1365;México;2018;2748;9744
1366;Moçambique;2018;0;0
1367;Montenegro;2018;0;0
1368;Namibia;2018;0;0
1369;Nicaragua;2018;0;0
1370;Nigéria;2018;5175;6250
1371;Noruega;2018;1295;9847
1372;Nova Caledônia;2018;0;0
1373;Nova Zelândia;2018;969;5565
1374;Omã;2018;0;0
1375;Países Baixos;2018;9451;32395
1376;Panamá;2018;1183;3117
1377;Paraguai;2018;3234168;5494321
1378;Peru;2018;5193;19372
1379;Polônia;2018;720;4679
1380;Porto Rico;2018;0;0
1381;Portugal;2018;0;0
1382;Quênia;2018;6771;31225
1383;Reino Unido;2018;67708;296827
1384;República Dominicana;2018;0;0
1385;Rússia;2018;0;0
1386;São Tomé e Príncipe;2018;2184;2357
1387;São Vicente e Granadinas;2018;0;0
1388;Senegal;2018;0;0
1389;Serra Leoa;2018;0;0
1390;Singapura;2018;0;0
1391;Suazilândia;2018;0;0
1392;Suécia;2018;8062;34563
1393;Suíça;2018;0;0
1394;Suriname;2018;0;0
1395;Tailândia;2018;8;45
1396;Taiwan (FORMOSA);2018;7589;18421
1397;Tanzânia;2018;0;0
1398;Tcheca, República;2018;2712;20980
1399;Togo;2018;0;0
1400;Trinidade Tobago;2018;0;0
1401;Tunísia;2018;0;0
1402;Turquia;2018;360;150
1403;Tuvalu;2018;0;0
1404;Uruguai;2018;7711;29617
1405;Vanuatu;2018;0;0
1406;Venezuela;2018;71;355
1407;Vietnã;2018;0;0
1408;Afeganistão;2019;0;0
1409;África do Sul;2019;26;95
1410;Alemanha, República Democrática;2019;3660;25467
1411;Angola;2019;345;1065
1412;Anguilla;2019;0;0
1413;Antígua e Barbuda;2019;219;1549
1414;Antilhas Holandesas;2019;0;0
1415;Argentina;2019;0;0
1416;Aruba;2019;0;0
1417;Austrália;2019;1161;4682
1418;Áustria;2019;0;0
1419;Bahamas;2019;791;3124
1420;Bangladesh;2019;0;0
1421;Barbados;2019;36;394
1422;Barein;2019;482;2144
1423;Bélgica;2019;2498;12548
1424;Belice;2019;9;29
1425;Benin;2019;9;9
1426;Bolívia;2019;0;0
1427;Bósnia-Herzegovina;2019;0;0
1428;Brasil;2019;0;0
1429;Bulgária;2019;0;0
1430;Cabo Verde;2019;0;0
1431;Camarões;2019;0;0
1432;Canadá;2019;1589;6933
1433;Catar;2019;0;0
1434;Cayman, Ilhas;2019;19;106
1435;Chile;2019;0;0
1436;China;2019;129852;376828
1437;Chipre;2019;672;1843
1438;Cingapura;2019;5044;19099
1439;Cocos (Keeling), Ilhas;2019;0;0
1440;Colômbia;2019;897;1999
1441;Comores;2019;0;0
1442;Congo;2019;0;0
1443;Coreia, Republica Sul;2019;70;194
1444;Costa do Marfim;2019;0;0
1445;Costa Rica;2019;0;0
1446;Croácia;2019;0;0
1447;Cuba;2019;0;0
1448;Curaçao;2019;33951;62067
1449;Dinamarca;2019;240;306
1450;Dominica;2019;0;0
1451;El Salvador;2019;0;0
1452;Emirados Arabes Unidos;2019;450;2202
1453;Equador;2019;2;3
1454;Eslovaca, Republica;2019;0;0
1455;Espanha;2019;3540;1353
1456;Estados Unidos;2019;209765;616274
1457;Estônia;2019;0;0
1458;Filipinas;2019;736;2486
1459;Finlândia;2019;0;0
1460;França;2019;18286;67072
1461;Gana;2019;7673;10010
1462;Gibraltar;2019;23;93
1463;Granada;2019;0;0
1464;Grécia;2019;561;1994
1465;Guatemala;2019;1597;8719
1466;Guiana;2019;424;1311
1467;Guiana Francesa;2019;0;0
1468;Guine Bissau;2019;0;0
1469;Guine Equatorial;2019;0;0
1470;Haiti;2019;81873;129803
1471;Honduras;2019;0;0
1472;Hong Kong;2019;9651;42020
1473;Hungria;2019;0;0
1474;Ilha de Man;2019;28;175
1475;Ilhas Virgens;2019;0;0
1476;India;2019;51;273
1477;Indonésia;2019;0;0
1478;Irã;2019;0;0
1479;Iraque;2019;0;0
1480;Irlanda;2019;0;0
1481;Itália;2019;587;1625
1482;Jamaica;2019;0;0
1483;Japão;2019;40621;99642
1484;Jordânia;2019;0;0
1485;Letônia;2019;0;0
1486;Líbano;2019;0;0
1487;Libéria;2019;4441;20068
1488;Luxemburgo;2019;1666;11211
1489;Malásia;2019;48;110
1490;Malta;2019;3661;8828
1491;Marshall, Ilhas;2019;7276;15786
1492;Mauritânia;2019;0;0
1493;México;2019;4;4
1494;Moçambique;2019;0;0
1495;Montenegro;2019;9;46
1496;Namibia;2019;0;0
1497;Nicaragua;2019;0;0
1498;Nigéria;2019;28437;38555
1499;Noruega;2019;628;3139
1500;Nova Caledônia;2019;0;0
1501;Nova Zelândia;2019;500;2832
1502;Omã;2019;0;0
1503;Países Baixos;2019;44882;148031
1504;Panamá;2019;7918;29017
1505;Paraguai;2019;2419537;3826587
1506;Peru;2019;9755;17310
1507;Polônia;2019;5;11
1508;Porto Rico;2019;0;0
1509;Portugal;2019;18328;72413
1510;Quênia;2019;0;0
1511;Reino Unido;2019;34295;164592
1512;República Dominicana;2019;0;0
1513;Rússia;2019;0;0
1514;São Tomé e Príncipe;2019;0;0
1515;São Vicente e Granadinas;2019;0;0
1516;Senegal;2019;0;0
1517;Serra Leoa;2019;18;717
1518;Singapura;2019;0;0
1519;Suazilândia;2019;0;0
1520;Suécia;2019;28;761
1521;Suíça;2019;2223;28503
1522;Suriname;2019;3206;4741
1523;Tailândia;2019;128;832
1524;Taiwan (FORMOSA);2019;12;67
1525;Tanzânia;2019;0;0
1526;Tcheca, República;2019;2115;16391
1527;Togo;2019;0;0
1528;Trinidade Tobago;2019;0;0
1529;Tunísia;2019;0;0
1530;Turquia;2019;115;209
1531;Tuvalu;2019;0;0
1532;Uruguai;2019;6180;18497
1533;Vanuatu;2019;0;0
1534;Venezuela;2019;0;0
1535;Vietnã;2019;20;32
1536;Afeganistão;2020;0;0
1537;África do Sul;2020;4;21
1538;Alemanha, República Democrática;2020;6261;32605
1539;Angola;2020;0;0
1540;Anguilla;2020;0;0
1541;Antígua e Barbuda;2020;624;1864
1542;Antilhas Holandesas;2020;0;0
1543;Argentina;2020;1015;4176
1544;Aruba;2020;0;0
1545;Austrália;2020;1013;3413
1546;Áustria;2020;0;0
1547;Bahamas;2020;1212;3703
1548;Bangladesh;2020;3;29
1549;Barbados;2020;143;169
1550;Barein;2020;8;28
1551;Bélgica;2020;3166;20460
1552;Belice;2020;0;0
1553;Benin;2020;0;0
1554;Bolívia;2020;9900;16025
1555;Bósnia-Herzegovina;2020;45;52
1556;Brasil;2020;0;0
1557;Bulgária;2020;0;0
1558;Cabo Verde;2020;0;0
1559;Camarões;2020;0;178
1560;Canadá;2020;1672;8431
1561;Catar;2020;0;0
1562;Cayman, Ilhas;2020;123;339
1563;Chile;2020;11;13
1564;China;2020;122253;363000
1565;Chipre;2020;2478;6785
1566;Cingapura;2020;4049;9316
1567;Cocos (Keeling), Ilhas;2020;0;0
1568;Colômbia;2020;15660;23780
1569;Comores;2020;9;25
1570;Congo;2020;0;0
1571;Coreia, Republica Sul;2020;103;433
1572;Costa do Marfim;2020;0;0
1573;Costa Rica;2020;0;0
1574;Croácia;2020;21;123
1575;Cuba;2020;0;0
1576;Curaçao;2020;47962;65986
1577;Dinamarca;2020;659;1962
1578;Dominica;2020;0;0
1579;El Salvador;2020;0;0
1580;Emirados Arabes Unidos;2020;581;2279
1581;Equador;2020;3780;3824
1582;Eslovaca, Republica;2020;0;0
1583;Espanha;2020;28;126
1584;Estados Unidos;2020;300178;610793
1585;Estônia;2020;0;0
1586;Filipinas;2020;719;1548
1587;Finlândia;2020;0;0
1588;França;2020;12622;57144
1589;Gana;2020;18810;22027
1590;Gibraltar;2020;769;2860
1591;Granada;2020;0;0
1592;Grécia;2020;6859;18092
1593;Guatemala;2020;0;0
1594;Guiana;2020;990;2577
1595;Guiana Francesa;2020;0;0
1596;Guine Bissau;2020;0;0
1597;Guine Equatorial;2020;0;0
1598;Haiti;2020;399128;471152
1599;Honduras;2020;0;0
1600;Hong Kong;2020;15159;41987
1601;Hungria;2020;0;0
1602;Ilha de Man;2020;11;121
1603;Ilhas Virgens;2020;0;0
1604;India;2020;7;10
1605;Indonésia;2020;5;6
1606;Irã;2020;21;35
1607;Iraque;2020;0;0
1608;Irlanda;2020;29;257
1609;Itália;2020;91;376
1610;Jamaica;2020;0;0
1611;Japão;2020;36442;92674
1612;Jordânia;2020;12;52
1613;Letônia;2020;0;0
1614;Líbano;2020;0;0
1615;Libéria;2020;5155;17624
1616;Luxemburgo;2020;1086;5110
1617;Malásia;2020;0;0
1618;Malta;2020;3490;9688
1619;Marshall, Ilhas;2020;6270;19639
1620;Mauritânia;2020;0;0
1621;México;2020;24;226
1622;Moçambique;2020;0;0
1623;Montenegro;2020;9;20
1624;Namibia;2020;0;0
1625;Nicaragua;2020;0;0
1626;Nigéria;2020;12094;26514
1627;Noruega;2020;1859;15134
1628;Nova Caledônia;2020;0;0
1629;Nova Zelândia;2020;95;515
1630;Omã;2020;0;0
1631;Países Baixos;2020;248;1532
1632;Panamá;2020;10821;28372
1633;Paraguai;2020;3299013;3869243
1634;Peru;2020;0;0
1635;Polônia;2020;74;86
1636;Porto Rico;2020;0;0
1637;Portugal;2020;7958;34518
1638;Quênia;2020;0;0
1639;Reino Unido;2020;22913;82722
1640;República Dominicana;2020;0;0
1641;Rússia;2020;1463;8550
1642;São Tomé e Príncipe;2020;0;0
1643;São Vicente e Granadinas;2020;0;0
1644;Senegal;2020;0;0
1645;Serra Leoa;2020;9240;13050
1646;Singapura;2020;0;0
1647;Suazilândia;2020;0;0
1648;Suécia;2020;6;24
1649;Suíça;2020;2827;27930
1650;Suriname;2020;4185;5277
1651;Tailândia;2020;534;1753
1652;Taiwan (FORMOSA);2020;963;4673
1653;Tanzânia;2020;0;0
1654;Tcheca, República;2020;563;4805
1655;Togo;2020;0;0
1656;Trinidade Tobago;2020;0;0
1657;Tunísia;2020;0;0
1658;Turquia;2020;0;0
1659;Tuvalu;2020;2;4
1660;Uruguai;2020;0;0
1661;Vanuatu;2020;18;31
1662;Venezuela;2020;4086;9808
1663;Vietnã;2020;86;584
1664;Afeganistão;2021;11;46
1665;África do Sul;2021;0;0
1666;Alemanha, República Democrática;2021;2698;6741
1667;Angola;2021;0;0
1668;Anguilla;2021;0;0
1669;Antígua e Barbuda;2021;805;2268
1670;Antilhas Holandesas;2021;0;0
1671;Argentina;2021;6;13
1672;Aruba;2021;0;0
1673;Austrália;2021;705;4034
1674;Áustria;2021;0;0
1675;Bahamas;2021;1083;4567
1676;Bangladesh;2021;2;20
1677;Barbados;2021;216;844
1678;Barein;2021;302;894
1679;Bélgica;2021;483;3749
1680;Belice;2021;0;0
1681;Benin;2021;0;0
1682;Bolívia;2021;5850;8360
1683;Bósnia-Herzegovina;2021;0;0
1684;Brasil;2021;31;46
1685;Bulgária;2021;0;0
1686;Cabo Verde;2021;16;124
1687;Camarões;2021;0;0
1688;Canadá;2021;1172;6157
1689;Catar;2021;1;2
1690;Cayman, Ilhas;2021;104;356
1691;Chile;2021;26;6
1692;China;2021;61884;264116
1693;Chipre;2021;1855;4530
1694;Cingapura;2021;0;0
1695;Cocos (Keeling), Ilhas;2021;0;0
1696;Colômbia;2021;12160;21867
1697;Comores;2021;0;0
1698;Congo;2021;0;0
1699;Coreia, Republica Sul;2021;67;100
1700;Costa do Marfim;2021;0;0
1701;Costa Rica;2021;0;0
1702;Croácia;2021;0;0
1703;Cuba;2021;0;0
1704;Curaçao;2021;32263;58993
1705;Dinamarca;2021;87;504
1706;Dominica;2021;460;634
