;pais_destino;ano;quantidade_l;valor_uss
876;Guiana Francesa;2015;0;0
877;Guine Bissau;2015;0;0
878;Guine Equatorial;2015;0;0
879;Haiti;2015;0;0
880;Honduras;2015;0;0
881;Hong Kong;2015;1229;7837
882;Hungria;2015;0;0
883;Ilha de Man;2015;0;0
884;India;2015;0;0
885;Indonésia;2015;0;0
886;Irã;2015;0;0
887;Irlanda;2015;0;0
888;Itália;2015;0;0
889;Japão;2015;31597;87853
890;Jordânia;2015;0;0
891;Letônia;2015;0;0
892;Libéria;2015;0;0
893;Luxemburgo;2015;2295;17358
894;Malásia;2015;0;0
895;Malta;2015;0;0
896;Marshall, Ilhas;2015;0;0
897;Mauritânia;2015;0;0
898;México;2015;0;0
899;Moçambique;2015;0;0
900;Montenegro;2015;0;0
901;Namibia;2015;0;0
902;Nicaragua;2015;0;0
903;Nigéria;2015;0;0
904;Noruega;2015;1058;6021
905;Nova Caledônia;2015;0;0
906;Nova Zelândia;2015;809;3476
907;Omã;2015;0;0
908;Países Baixos;2015;44987;186464
909;Panamá;2015;0;0
910;Paraguai;2015;495428;741370
911;Peru;2015;0;0
912;Polônia;2015;11654;42781
913;Portugal;2015;47736;42586
914;Quênia;2015;0;0
915;Reino Unido;2015;68382;308407
916;Rússia;2015;47664;18240
917;São Tomé e Príncipe;2015;0;0
918;São Vicente e Granadinas;2015;0;0
919;Serra Leoa;2015;0;0
920;Singapura;2015;0;0
921;Suazilândia;2015;0;0
922;Suécia;2015;1412;6404
923;Suíça;2015;15872;85790
924;Suriname;2015;453;713
925;Tailândia;2015;0;0
926;Taiwan (FORMOSA);2015;7200;23940
927;Tcheca, República;2015;2297;15304
928;Togo;2015;0;0
929;Trinidade Tobago;2015;0;0
930;Turquia;2015;0;0
931;Tuvalu;2015;0;0
932;Uruguai;2015;0;0
933;Vanuatu;2015;0;0
934;Venezuela;2015;0;0
935;Vietnã;2015;0;0
936;Afeganistão;2016;0;0
937;África do Sul;2016;0;0
938;Alemanha;2016;14012;68109
939;Angola;2016;7359;35390
940;Antígua e Barbuda;2016;0;0
941;Antilhas Holandesas;2016;16641;26450
942;Argentina;2016;0;0
943;Aruba;2016;0;0
944;Austrália;2016;1954;13799
945;Áustria;2016;675;5220
946;Bahamas;2016;0;0
947;Bangladesh;2016;0;0
948;Barbados;2016;0;0
949;Barein;2016;0;0
950;Bélgica;2016;7200;46534
951;Belice;2016;0;0
952;Benin;2016;5040;20333
953;Bolívia;2016;13586;16902
954;Bósnia-Herzegovina;2016;0;0
955;Brasil;2016;0;0
956;Bulgária;2016;0;0
957;Cabo Verde;2016;0;0
958;Camarões;2016;0;0
959;Canadá;2016;13711;71096
960;Catar;2016;0;0
961;Cayman, Ilhas;2016;0;0
962;Chile;2016;0;0
963;China;2016;134106;499622
964;Chipre;2016;0;0
965;Cingapura;2016;5445;13199
966;Cocos (Keeling), Ilhas;2016;0;0
967;Colômbia;2016;0;0
968;Comores;2016;0;0
969;Congo;2016;0;0
970;Coreia, Republica Sul;2016;8;20
971;Costa Rica;2016;0;0
972;Croácia;2016;0;0
973;Cuba;2016;63741;69830
974;Curaçao;2016;0;0
975;Dinamarca;2016;1278;8171
976;Dominica;2016;0;0
977;El Salvador;2016;0;0
978;Emirados Arabes Unidos;2016;585;2760
979;Equador;2016;0;0
980;Eslovaca, Republica;2016;0;0
981;Espanha;2016;0;0
982;Estados Unidos;2016;258072;687411
983;Estônia;2016;900;4800
984;Filipinas;2016;0;0
985;Finlândia;2016;7617;41003
986;França;2016;6037;30055
987;Gana;2016;0;0
988;Gibraltar;2016;0;0
989;Granada;2016;0;0
990;Grécia;2016;0;0
991;Guatemala;2016;0;0
992;Guiana;2016;0;0
993;Guiana Francesa;2016;0;0
994;Guine Bissau;2016;0;0
995;Guine Equatorial;2016;0;0
996;Haiti;2016;0;0
997;Honduras;2016;0;0
998;Hong Kong;2016;6975;86199
999;Hungria;2016;0;0
1000;Ilha de Man;2016;0;0
1001;India;2016;0;0
1002;Indonésia;2016;0;0
1003;Irã;2016;0;0
1004;Irlanda;2016;0;0
1005;Itália;2016;585;3465
1006;Japão;2016;34341;90954
1007;Jordânia;2016;0;0
1008;Letônia;2016;0;0
1009;Libéria;2016;0;0
1010;Luxemburgo;2016;2759;21426
1011;Malásia;2016;0;0
1012;Malta;2016;0;0
1013;Marshall, Ilhas;2016;0;0
1014;Mauritânia;2016;0;0
1015;México;2016;0;0
1016;Moçambique;2016;0;0
1017;Montenegro;2016;0;0
1018;Namibia;2016;0;0
1019;Nicaragua;2016;0;0
1020;Nigéria;2016;0;0
1021;Noruega;2016;0;0
1022;Nova Caledônia;2016;0;0
1023;Nova Zelândia;2016;504;9472
1024;Omã;2016;0;0
1025;Países Baixos;2016;42953;190203
1026;Panamá;2016;0;0
1027;Paraguai;2016;985739;1655417
1028;Peru;2016;0;0
1029;Polônia;2016;11457;35402
1030;Portugal;2016;0;0
1031;Quênia;2016;0;0
1032;Reino Unido;2016;117044;536681
1033;Rússia;2016;0;0
1034;São Tomé e Príncipe;2016;0;0
1035;São Vicente e Granadinas;2016;0;0
1036;Serra Leoa;2016;0;0
1037;Singapura;2016;0;0
1038;Suazilândia;2016;0;0
1039;Suécia;2016;291;1214
1040;Suíça;2016;4230;33340
1041;Suriname;2016;900;1375
1042;Tailândia;2016;0;0
1043;Taiwan (FORMOSA);2016;16967;80379
1044;Tcheca, República;2016;3837;28473
1045;Togo;2016;0;0
1046;Trinidade Tobago;2016;0;0
1047;Turquia;2016;0;0
1048;Tuvalu;2016;0;0
1049;Uruguai;2016;0;0
1050;Vanuatu;2016;0;0
1051;Venezuela;2016;0;0
1052;Vietnã;2016;0;0
1053;Afeganistão;2017;0;0
1054;África do Sul;2017;0;0
1055;Alemanha;2017;15467;87702
1056;Angola;2017;10170;61680
1057;Antígua e Barbuda;2017;0;0
1058;Antilhas Holandesas;2017;5400;8550
1059;Argentina;2017;0;0
1060;Aruba;2017;0;0
1061;Austrália;2017;1350;7500
1062;Áustria;2017;0;0
1063;Bahamas;2017;0;0
1064;Bangladesh;2017;0;0
1065;Barbados;2017;0;0
1066;Barein;2017;0;0
1067;Bélgica;2017;2790;16405
1068;Belice;2017;0;0
1069;Benin;2017;0;0
1070;Bolívia;2017;9495;23085
1071;Bósnia-Herzegovina;2017;0;0
1072;Brasil;2017;0;0
1073;Bulgária;2017;117;1579
1074;Cabo Verde;2017;0;0
1075;Camarões;2017;1749;7476
1076;Canadá;2017;6075;30658
1077;Catar;2017;13338;81606
1078;Cayman, Ilhas;2017;0;0
1079;Chile;2017;0;0
1080;China;2017;67594;266086
1081;Chipre;2017;0;0
1082;Cingapura;2017;0;0
1083;Cocos (Keeling), Ilhas;2017;0;0
1084;Colômbia;2017;0;0
1085;Comores;2017;0;0
1086;Congo;2017;0;0
1087;Coreia, Republica Sul;2017;0;0
1088;Costa Rica;2017;0;0
1089;Croácia;2017;0;0
1090;Cuba;2017;62791;72229
1091;Curaçao;2017;12340;23011
1092;Dinamarca;2017;581;2829
1093;Dominica;2017;0;0
1094;El Salvador;2017;0;0
1095;Emirados Arabes Unidos;2017;675;3302
1096;Equador;2017;0;0
1097;Eslovaca, Republica;2017;0;0
1098;Espanha;2017;0;0
1099;Estados Unidos;2017;132688;1523699
1100;Estônia;2017;0;0
1101;Filipinas;2017;0;0
1102;Finlândia;2017;0;0
1103;França;2017;4253;21654
1104;Gana;2017;0;0
1105;Gibraltar;2017;0;0
1106;Granada;2017;0;0
1107;Grécia;2017;0;0
1108;Guatemala;2017;0;0
1109;Guiana;2017;0;0
1110;Guiana Francesa;2017;0;0
1111;Guine Bissau;2017;48;90
1112;Guine Equatorial;2017;2639;30563
1113;Haiti;2017;0;0
1114;Honduras;2017;0;0
1115;Hong Kong;2017;1934;8180
1116;Hungria;2017;0;0
1117;Ilha de Man;2017;0;0
1118;India;2017;0;0
1119;Indonésia;2017;0;0
1120;Irã;2017;0;0
1121;Irlanda;2017;0;0
1122;Itália;2017;468;2248
1123;Japão;2017;33909;92886
1124;Jordânia;2017;0;0
1125;Letônia;2017;387;3723
1126;Libéria;2017;0;0
1127;Luxemburgo;2017;2719;21947
1128;Malásia;2017;0;0
1129;Malta;2017;0;0
1130;Marshall, Ilhas;2017;0;0
1131;Mauritânia;2017;0;0
1132;México;2017;664;2292
1133;Moçambique;2017;0;0
1134;Montenegro;2017;0;0
1135;Namibia;2017;0;0
1136;Nicaragua;2017;0;0
1137;Nigéria;2017;0;0
1138;Noruega;2017;0;0
1139;Nova Caledônia;2017;0;0
1140;Nova Zelândia;2017;1678;8140
1141;Omã;2017;0;0
1142;Países Baixos;2017;0;0
1143;Panamá;2017;0;0
1144;Paraguai;2017;2393468;4274650
1145;Peru;2017;0;0
1146;Polônia;2017;0;0
1147;Portugal;2017;0;0
1148;Quênia;2017;0;0
1149;Reino Unido;2017;60711;242883
1150;Rússia;2017;0;0
1151;São Tomé e Príncipe;2017;0;0
1152;São Vicente e Granadinas;2017;0;0
1153;Serra Leoa;2017;0;0
1154;Singapura;2017;0;0
1155;Suazilândia;2017;0;0
1156;Suécia;2017;15445;64953
1157;Suíça;2017;6525;74816
1158;Suriname;2017;3690;5638
1159;Tailândia;2017;0;0
1160;Taiwan (FORMOSA);2017;14988;43954
1161;Tcheca, República;2017;2746;16947
1162;Togo;2017;0;0
1163;Trinidade Tobago;2017;0;0
1164;Turquia;2017;0;0
1165;Tuvalu;2017;0;0
1166;Uruguai;2017;0;0
1167;Vanuatu;2017;0;0
1168;Venezuela;2017;680;2646
1169;Vietnã;2017;0;0
1170;Afeganistão;2018;0;0
1171;África do Sul;2018;0;0
1172;Alemanha;2018;10794;45382
1173;Angola;2018;477;709
1174;Antígua e Barbuda;2018;37;191
1175;Antilhas Holandesas;2018;0;0
1176;Argentina;2018;15711;59150
1177;Aruba;2018;0;0
1178;Austrália;2018;2055;6902
1179;Áustria;2018;0;0
1180;Bahamas;2018;141;634
1181;Bangladesh;2018;0;0
1182;Barbados;2018;0;0
1183;Barein;2018;0;0
1184;Bélgica;2018;7497;52799
1185;Belice;2018;0;0
1186;Benin;2018;0;0
1187;Bolívia;2018;21566;57424
1188;Bósnia-Herzegovina;2018;0;0
1189;Brasil;2018;0;0
1190;Bulgária;2018;0;0
1191;Cabo Verde;2018;18;48
1192;Camarões;2018;0;0
1193;Canadá;2018;5308;20414
1194;Catar;2018;0;0
1195;Cayman, Ilhas;2018;19;203
1196;Chile;2018;11049;42832
1197;China;2018;30835;126336
1198;Chipre;2018;279;480
1199;Cingapura;2018;3298;11616
1200;Cocos (Keeling), Ilhas;2018;0;0
1201;Colômbia;2018;6944;26273
1202;Comores;2018;0;0
1203;Congo;2018;0;0
1204;Coreia, Republica Sul;2018;120;109
1205;Costa Rica;2018;0;0
1206;Croácia;2018;0;0
1207;Cuba;2018;4776;5584
1208;Curaçao;2018;23930;43676
1209;Dinamarca;2018;0;0
1210;Dominica;2018;0;0
1211;El Salvador;2018;0;0
1212;Emirados Arabes Unidos;2018;360;1762
1213;Equador;2018;0;0
1214;Eslovaca, Republica;2018;0;0
1215;Espanha;2018;6123;22631
1216;Estados Unidos;2018;169109;512519
1217;Estônia;2018;0;0
1218;Filipinas;2018;9608;16205
1219;Finlândia;2018;0;0
1220;França;2018;11077;48677
1221;Gana;2018;9000;13502
1222;Gibraltar;2018;0;0
1223;Granada;2018;0;0
1224;Grécia;2018;232;730
1225;Guatemala;2018;0;0
1226;Guiana;2018;0;0
1227;Guiana Francesa;2018;0;0
1228;Guine Bissau;2018;0;0
1229;Guine Equatorial;2018;8389;26808
1230;Haiti;2018;79500;144425
1231;Honduras;2018;0;0
1232;Hong Kong;2018;1742;9029
1233;Hungria;2018;0;0
1234;Ilha de Man;2018;0;0
1235;India;2018;0;0
1236;Indonésia;2018;0;0
1237;Irã;2018;0;0
1238;Irlanda;2018;7560;25767
1239;Itália;2018;3661;13260
1240;Japão;2018;36992;112342
1241;Jordânia;2018;0;0
1242;Letônia;2018;0;0
1243;Libéria;2018;658;3100
1244;Luxemburgo;2018;1778;11053
1245;Malásia;2018;15;33
1246;Malta;2018;503;1192
1247;Marshall, Ilhas;2018;923;2436
1248;Mauritânia;2018;0;0
1249;México;2018;2748;9744
1250;Moçambique;2018;0;0
1251;Montenegro;2018;0;0
1252;Namibia;2018;0;0
1253;Nicaragua;2018;0;0
1254;Nigéria;2018;5175;6250
1255;Noruega;2018;1295;9847
1256;Nova Caledônia;2018;0;0
1257;Nova Zelândia;2018;969;5565
1258;Omã;2018;0;0
1259;Países Baixos;2018;9451;32395
1260;Panamá;2018;1183;3117
1261;Paraguai;2018;3234168;5494321
1262;Peru;2018;5193;19372
1263;Polônia;2018;720;4679
1264;Portugal;2018;0;0
1265;Quênia;2018;6771;31225
1266;Reino Unido;2018;67708;296827
1267;Rússia;2018;0;0
1268;São Tomé e Príncipe;2018;2184;2357
1269;São Vicente e Granadinas;2018;0;0
1270;Serra Leoa;2018;0;0
1271;Singapura;2018;0;0
1272;Suazilândia;2018;0;0
1273;Suécia;2018;8062;34563
1274;Suíça;2018;0;0
1275;Suriname;2018;0;0
1276;Tailândia;2018;8;45
1277;Taiwan (FORMOSA);2018;7589;18421
1278;Tcheca, República;2018;2712;20980
1279;Togo;2018;0;0
1280;Trinidade Tobago;2018;0;0
1281;Turquia;2018;360;150
1282;Tuvalu;2018;0;0
1283;Uruguai;2018;7711;29617
1284;Vanuatu;2018;0;0
1285;Venezuela;2018;71;355
1286;Vietnã;2018;0;0
1287;Afeganistão;2019;0;0
1288;África do Sul;2019;26;95
1289;Alemanha;2019;3660;25467
1290;Angola;2019;345;1065
1291;Antígua e Barbuda;2019;219;1549
1292;Antilhas Holandesas;2019;0;0
1293;Argentina;2019;0;0
1294;Aruba;2019;0;0
1295;Austrália;2019;1161;4682
1296;Áustria;2019;0;0
1297;Bahamas;2019;791;3124
1298;Bangladesh;2019;0;0
1299;Barbados;2019;36;394
1300;Barein;2019;482;2144
1301;Bélgica;2019;2498;12548
1302;Belice;2019;9;29
1303;Benin;2019;9;9
1304;Bolívia;2019;0;0
1305;Bósnia-Herzegovina;2019;0;0
1306;Brasil;2019;0;0
1307;Bulgária;2019;0;0
1308;Cabo Verde;2019;0;0
1309;Camarões;2019;0;0
1310;Canadá;2019;1589;6933
1311;Catar;2019;0;0
1312;Cayman, Ilhas;2019;19;106
1313;Chile;2019;0;0
1314;China;2019;129852;376828
1315;Chipre;2019;672;1843
1316;Cingapura;2019;5044;19099
1317;Cocos (Keeling), Ilhas;2019;0;0
1318;Colômbia;2019;897;1999
1319;Comores;2019;0;0
1320;Congo;2019;0;0
1321;Coreia, Republica Sul;2019;70;194
1322;Costa Rica;2019;0;0
1323;Croácia;2019;0;0
1324;Cuba;2019;0;0
1325;Curaçao;2019;33951;62067
1326;Dinamarca;2019;240;306
1327;Dominica;2019;0;0
1328;El Salvador;2019;0;0
1329;Emirados Arabes Unidos;2019;450;2202
1330;Equador;2019;2;3
1331;Eslovaca, Republica;2019;0;0
1332;Espanha;2019;3540;1353
1333;Estados Unidos;2019;209765;616274
1334;Estônia;2019;0;0
1335;Filipinas;2019;736;2486
1336;Finlândia;2019;0;0
1337;França;2019;18286;67072
1338;Gana;2019;7673;10010
1339;Gibraltar;2019;23;93
1340;Granada;2019;0;0
1341;Grécia;2019;561;1994
1342;Guatemala;2019;1597;8719
1343;Guiana;2019;424;1311
1344;Guiana Francesa;2019;0;0
1345;Guine Bissau;2019;0;0
1346;Guine Equatorial;2019;0;0
1347;Haiti;2019;81873;129803
1348;Honduras;2019;0;0
1349;Hong Kong;2019;9651;42020
1350;Hungria;2019;0;0
1351;Ilha de Man;2019;28;175
1352;India;2019;51;273
1353;Indonésia;2019;0;0
1354;Irã;2019;0;0
1355;Irlanda;2019;0;0
1356;Itália;2019;587;1625
1357;Japão;2019;40621;99642
1358;Jordânia;2019;0;0
1359;Letônia;2019;0;0
1360;Libéria;2019;4441;20068
1361;Luxemburgo;2019;1666;11211
1362;Malásia;2019;48;110
1363;Malta;2019;3661;8828
1364;Marshall, Ilhas;2019;7276;15786
1365;Mauritânia;2019;0;0
1366;México;2019;4;4
1367;Moçambique;2019;0;0
1368;Montenegro;2019;9;46
1369;Namibia;2019;0;0
1370;Nicaragua;2019;0;0
1371;Nigéria;2019;28437;38555
1372;Noruega;2019;628;3139
1373;Nova Caledônia;2019;0;0
1374;Nova Zelândia;2019;500;2832
1375;Omã;2019;0;0
1376;Países Baixos;2019;44882;148031
1377;Panamá;2019;7918;29017
1378;Paraguai;2019;2419537;3826587
1379;Peru;2019;9755;17310
1380;Polônia;2019;5;11
1381;Portugal;2019;18328;72413
1382;Quênia;2019;0;0
1383;Reino Unido;2019;34295;164592
1384;Rússia;2019;0;0
1385;São Tomé e Príncipe;2019;0;0
1386;São Vicente e Granadinas;2019;0;0
1387;Serra Leoa;2019;18;717
1388;Singapura;2019;0;0
1389;Suazilândia;2019;0;0
1390;Suécia;2019;28;761
1391;Suíça;2019;2223;28503
1392;Suriname;2019;3206;4741
1393;Tailândia;2019;128;832
1394;Taiwan (FORMOSA);2019;12;67
1395;Tcheca, República;2019;2115;16391
1396;Togo;2019;0;0
1397;Trinidade Tobago;2019;0;0
1398;Turquia;2019;115;209
1399;Tuvalu;2019;0;0
1400;Uruguai;2019;6180;18497
1401;Vanuatu;2019;0;0
1402;Venezuela;2019;0;0
1403;Vietnã;2019;20;32
1404;Afeganistão;2020;0;0
1405;África do Sul;2020;4;21
1406;Alemanha;2020;6261;32605
1407;Angola;2020;0;0
1408;Antígua e Barbuda;2020;624;1864
1409;Antilhas Holandesas;2020;0;0
1410;Argentina;2020;1015;4176
1411;Aruba;2020;0;0
1412;Austrália;2020;1013;3413
1413;Áustria;2020;0;0
1414;Bahamas;2020;1212;3703
1415;Bangladesh;2020;3;29
1416;Barbados;2020;143;169
1417;Barein;2020;8;28
1418;Bélgica;2020;3166;20460
1419;Belice;2020;0;0
1420;Benin;2020;0;0
1421;Bolívia;2020;9900;16025
1422;Bósnia-Herzegovina;2020;45;52
1423;Brasil;2020;0;0
1424;Bulgária;2020;0;0
1425;Cabo Verde;2020;0;0
1426;Camarões;2020;0;178
1427;Canadá;2020;1672;8431
1428;Catar;2020;0;0
1429;Cayman, Ilhas;2020;123;339
1430;Chile;2020;11;13
1431;China;2020;122253;363000
1432;Chipre;2020;2478;6785
1433;Cingapura;2020;4049;9316
1434;Cocos (Keeling), Ilhas;2020;0;0
1435;Colômbia;2020;15660;23780
1436;Comores;2020;9;25
1437;Congo;2020;0;0
1438;Coreia, Republica Sul;2020;103;433
1439;Costa Rica;2020;0;0
1440;Croácia;2020;21;123
1441;Cuba;2020;0;0
1442;Curaçao;2020;47962;65986
1443;Dinamarca;2020;659;1962
1444;Dominica;2020;0;0
1445;El Salvador;2020;0;0
1446;Emirados Arabes Unidos;2020;581;2279
1447;Equador;2020;3780;3824
1448;Eslovaca, Republica;2020;0;0
1449;Espanha;2020;28;126
1450;Estados Unidos;2020;300178;610793
1451;Estônia;2020;0;0
1452;Filipinas;2020;719;1548
1453;Finlândia;2020;0;0
1454;França;2020;12622;57144
1455;Gana;2020;18810;22027
1456;Gibraltar;2020;769;2860
1457;Granada;2020;0;0
1458;Grécia;2020;6859;18092
1459;Guatemala;2020;0;0
1460;Guiana;2020;990;2577
1461;Guiana Francesa;2020;0;0
1462;Guine Bissau;2020;0;0
1463;Guine Equatorial;2020;0;0
1464;Haiti;2020;399128;471152
1465;Honduras;2020;0;0
1466;Hong Kong;2020;15159;41987
1467;Hungria;2020;0;0
1468;Ilha de Man;2020;11;121
1469;India;2020;7;10
1470;Indonésia;2020;5;6
1471;Irã;2020;21;35
1472;Irlanda;2020;29;257
1473;Itália;2020;91;376
1474;Japão;2020;36442;92674
1475;Jordânia;2020;12;52
1476;Letônia;2020;0;0
1477;Libéria;2020;5155;17624
1478;Luxemburgo;2020;1086;5110
1479;Malásia;2020;0;0
1480;Malta;2020;3490;9688
1481;Marshall, Ilhas;2020;6270;19639
1482;Mauritânia;2020;0;0
1483;México;2020;24;226
1484;Moçambique;2020;0;0
1485;Montenegro;2020;9;20
1486;Namibia;2020;0;0
1487;Nicaragua;2020;0;0
1488;Nigéria;2020;12094;26514
1489;Noruega;2020;1859;15134
1490;Nova Caledônia;2020;0;0
1491;Nova Zelândia;2020;95;515
1492;Omã;2020;0;0
1493;Países Baixos;2020;248;1532
1494;Panamá;2020;10821;28372
1495;Paraguai;2020;3299013;3869243
1496;Peru;2020;0;0
1497;Polônia;2020;74;86
1498;Portugal;2020;7958;34518
1499;Quênia;2020;0;0
1500;Reino Unido;2020;22913;82722
1501;Rússia;2020;1463;8550
1502;São Tomé e Príncipe;2020;0;0
1503;São Vicente e Granadinas;2020;0;0
1504;Serra Leoa;2020;9240;13050
1505;Singapura;2020;0;0
1506;Suazilândia;2020;0;0
1507;Suécia;2020;6;24
1508;Suíça;2020;2827;27930
1509;Suriname;2020;4185;5277
1510;Tailândia;2020;534;1753
1511;Taiwan (FORMOSA);2020;963;4673
1512;Tcheca, República;2020;563;4805
1513;Togo;2020;0;0
1514;Trinidade Tobago;2020;0;0
1515;Turquia;2020;0;0
1516;Tuvalu;2020;2;4
1517;Uruguai;2020;0;0
1518;Vanuatu;2020;18;31
1519;Venezuela;2020;4086;9808
1520;Vietnã;2020;86;584
1521;Afeganistão;2021;11;46
1522;África do Sul;2021;0;0
1523;Alemanha;2021;2698;6741
1524;Angola;2021;0;0
1525;Antígua e Barbuda;2021;805;2268
1526;Antilhas Holandesas;2021;0;0
1527;Argentina;2021;6;13
1528;Aruba;2021;0;0
1529;Austrália;2021;705;4034
1530;Áustria;2021;0;0
1531;Bahamas;2021;1083;4567
1532;Bangladesh;2021;2;20
1533;Barbados;2021;216;844
1534;Barein;2021;302;894
1535;Bélgica;2021;483;3749
1536;Belice;2021;0;0
1537;Benin;2021;0;0
1538;Bolívia;2021;5850;8360
1539;Bósnia-Herzegovina;2021;0;0
1540;Brasil;2021;31;46
1541;Bulgária;2021;0;0
1542;Cabo Verde;2021;16;124
1543;Camarões;2021;0;0
1544;Canadá;2021;1172;6157
1545;Catar;2021;1;2
1546;Cayman, Ilhas;2021;104;356
1547;Chile;2021;26;6
1548;China;2021;61884;264116
1549;Chipre;2021;1855;4530
1550;Cingapura;2021;0;0
1551;Cocos (Keeling), Ilhas;2021;0;0
1552;Colômbia;2021;12160;21867
1553;Comores;2021;0;0
1554;Congo;2021;0;0
1555;Coreia, Republica Sul;2021;67;100
1556;Costa Rica;2021;0;0
1557;Croácia;2021;0;0
1558;Cuba;2021;0;0
1559;Curaçao;2021;32263;58993
1560;Dinamarca;2021;87;504
1561;Dominica;2021;460;634
1562;El Salvador;2021;0;0
1563;Emirados Arabes Unidos;2021;810;10522
1564;Equador;2021;0;0
1565;Eslovaca, Republica;2021;0;0
1566;Espanha;2021;0;0
1567;Estados Unidos;2021;111085;203554
1568;Estônia;2021;0;0
1569;Filipinas;2021;2784;10368
1570;Finlândia;2021;0;0
1571;França;2021;7052;23742
1572;Gana;2021;12578;19196
1573;Gibraltar;2021;0;0
1574;Granada;2021;0;0
1575;Grécia;2021;908;3014
1576;Guatemala;2021;17347;29100
1577;Guiana;2021;2372;6525
1578;Guiana Francesa;2021;90;32
1579;Guine Bissau;2021;0;0
1580;Guine Equatorial;2021;0;0
1581;Haiti;2021;670379;831181
1582;Honduras;2021;0;0
1583;Hong Kong;2021;12507;39390
1584;Hungria;2021;87;583
1585;Ilha de Man;2021;97;445
1586;India;2021;13;86
1587;Indonésia;2021;0;0
1588;Irã;2021;116;287
1589;Irlanda;2021;36;208
1590;Itália;2021;696;3715
1591;Japão;2021;39491;90275
1592;Jordânia;2021;0;0
1593;Letônia;2021;0;0
1594;Libéria;2021;7554;23060
1595;Luxemburgo;2021;0;0
1596;Malásia;2021;0;0
1597;Malta;2021;3441;15454
1598;Marshall, Ilhas;2021;8644;22561
1599;Mauritânia;2021;9;85
1600;México;2021;9;2
1601;Moçambique;2021;0;0
1602;Montenegro;2021;14;65
1603;Namibia;2021;0;0
1604;Nicaragua;2021;0;0
1605;Nigéria;2021;68247;113172
1606;Noruega;2021;1878;8320
1607;Nova Caledônia;2021;7227;11924
1608;Nova Zelândia;2021;657;10477
1609;Omã;2021;0;0
1610;Países Baixos;2021;3791;8484
1611;Panamá;2021;29520;48444
1612;Paraguai;2021;6522527;7192362
1613;Peru;2021;9720;17107
1614;Polônia;2021;4;14
1615;Portugal;2021;6358;42633
1616;Quênia;2021;0;0
1617;Reino Unido;2021;25316;122394
1618;Rússia;2021;181931;312926
1619;São Tomé e Príncipe;2021;0;0
1620;São Vicente e Granadinas;2021;8;48
1621;Serra Leoa;2021;6525;12955
1622;Singapura;2021;4504;14346
1623;Suazilândia;2021;10;24
1624;Suécia;2021;23;74
1625;Suíça;2021;627;6999
1626;Suriname;2021;900;1472
1627;Tailândia;2021;1334;2529
1628;Taiwan (FORMOSA);2021;1313;8153
1629;Tcheca, República;2021;456;5988
1630;Togo;2021;1890;2012
1631;Trinidade Tobago;2021;0;0
1632;Turquia;2021;343;878
1633;Tuvalu;2021;0;0
1634;Uruguai;2021;136774;149842
1635;Vanuatu;2021;0;0
1636;Venezuela;2021;26415;35944
1637;Vietnã;2021;0;0
1638;Afeganistão;2022;0;0
1639;África do Sul;2022;0;0
1640;Alemanha;2022;7630;45367
1641;Angola;2022;4068;4761
1642;Antígua e Barbuda;2022;419;1866
1643;Antilhas Holandesas;2022;0;0
1644;Argentina;2022;480;3232
1645;Aruba;2022;0;0
1646;Austrália;2022;1424;12299
1647;Áustria;2022;6;212
1648;Bahamas;2022;1215;5799
1649;Bangladesh;2022;7;84
1650;Barbados;2022;220;1145
1651;Barein;2022;979;2789
1652;Bélgica;2022;828;6145
1653;Belice;2022;0;0
1654;Benin;2022;0;0
1655;Bolívia;2022;32530;49011
1656;Bósnia-Herzegovina;2022;0;0
1657;Brasil;2022;2504;952
1658;Bulgária;2022;5;31
1659;Cabo Verde;2022;0;0
1660;Camarões;2022;0;0
1661;Canadá;2022;1183;5784
1662;Catar;2022;0;0
1663;Cayman, Ilhas;2022;160;958
1664;Chile;2022;2094;7986
1665;China;2022;105395;404647
1666;Chipre;2022;1521;4458
1667;Cingapura;2022;0;0
1668;Cocos (Keeling), Ilhas;2022;26;60
1669;Colômbia;2022;8217;14068
1670;Comores;2022;0;0
1671;Congo;2022;0;0
1672;Coreia, Republica Sul;2022;77;257
1673;Costa Rica;2022;0;0
1674;Croácia;2022;34;484
1675;Cuba;2022;16;6
1676;Curaçao;2022;40673;66950
1677;Dinamarca;2022;2;6
1678;Dominica;2022;1485;2223
1679;El Salvador;2022;0;0
1680;Emirados Arabes Unidos;2022;4781;85465
1681;Equador;2022;135;210
1682;Eslovaca, Republica;2022;0;0
1683;Espanha;2022;0;0
1684;Estados Unidos;2022;220373;447893
1685;Estônia;2022;0;0
1686;Filipinas;2022;375;790
1687;Finlândia;2022;0;0
1688;França;2022;5694;25008
1689;Gana;2022;35949;49304
1690;Gibraltar;2022;0;0
1691;Granada;2022;5610;7914
1692;Grécia;2022;920;2426
1693;Guatemala;2022;1283;5350
1694;Guiana;2022;2064;5823
1695;Guiana Francesa;2022;22;18
1696;Guine Bissau;2022;0;0
1697;Guine Equatorial;2022;0;0
1698;Haiti;2022;553503;741014
1699;Honduras;2022;0;0
1700;Hong Kong;2022;9371;38218
1701;Hungria;2022;0;0
1702;Ilha de Man;2022;165;641
1703;India;2022;247;1021
1704;Indonésia;2022;0;0
1705;Irã;2022;47;90
1706;Irlanda;2022;0;0
1707;Itália;2022;1129;6151
1708;Japão;2022;37324;82208
1709;Jordânia;2022;0;0
